
Single objective optimization:
1 Variables

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible
I = 6.82 A | Time = 1078.0 s | Tmax = 308.66 K | Vmax = 3.430 V | J = 1775.7
I = 6.57 A | Time = 1118.0 s | Tmax = 308.21 K | Vmax = 3.427 V | J = 1774.2
I = 6.57 A | Time = 1118.0 s | Tmax = 308.21 K | Vmax = 3.427 V | J = 1774.2
I = 6.57 A | Time = 1118.0 s | Tmax = 308.21 K | Vmax = 3.427 V | J = 1774.2
I = 6.57 A | Time = 1118.0 s | Tmax = 308.21 K | Vmax = 3.427 V | J = 1774.2
I = 6.57 A | Time = 1118.0 s | Tmax = 308.21 K | Vmax = 3.427 V | J = 1774.2
I = 6.82 A | Time = 1078.0 s | Tmax = 308.66 K | Vmax = 3.430 V | J = 1775.7
I = 6.57 A | Time = 1118.0 s | Tmax = 308.21 K | Vmax = 3.427 V | J = 1774.2
I = 6.59 A | Time = 1116.0 s | Tmax = 308.24 K | Vmax = 3.427 V | J = 1774.9
I = 6.59 A | Time = 1116.0 s | Tmax = 308.24 K | Vmax = 3.427 V | J = 1774.9
   14              167            1774            1775        6
I = 6.57 A | Time = 1118.0 s | Tmax = 308.21 K | Vmax = 3.427 V | J = 1774.2
I = 6.57 A | Time = 1118.0 s | Tmax = 308.21 K | Vmax = 3.427 V | J = 1774.2
I = 6.59 A | Time = 1116.0 s | Tmax = 308.24 K | Vmax = 3.427 V | J = 1774.9
I = 6.82 A | Time = 1078.0 s | Tmax = 308.66 K | Vmax = 3.430 V | J = 1775.7
I = 6.54 A | Time = 1124.0 s | Tmax = 308.15 K | Vmax = 3.427 V | J = 1775.3
I = 6.57 A | Time = 1118.0 s | Tmax = 308.21 K | Vmax = 3.427 V | J = 1774.2
I = 6.57 A | Time = 1118.0 s | Tmax = 308.21 K | Vmax = 3.427 V | J = 1774.2
I = 6.57 A | Time = 1118.0 s | Tmax = 308.21 K | Vmax = 3.427 V | J = 1774.2
I = 6.59 A | Time = 1116.0 s | Tmax = 308.24 K | Vmax = 3.427 V | J = 1774.9
I = 6.58 A | Time = 1117.0 s | Tmax = 308.22 K | Vmax = 3.427 V | J = 1774.6
I = 6.58 A | Time = 1117.0 s | Tmax = 308.22 K | Vmax = 3.427 V | J = 1774.6
   15              178            1774            1775        7
ga stopped because it exceeded options.MaxGenerations.

=============================
Optimal charging current = 6.575 A
Objective value (time+penalty) = 1774.2
=============================
>> 
